,Artist,Scrape_Date,Joined,Subscribers,Total_Views,Published,Title,Category,Duration,Views,Likes,Dislikes,Paid,Family_Friendly,URL
70,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2018-01-06 00:00:00.000000,ASMR Glow BLOOPERS! (BÃªtisier),People & Blogs,7.116666666666666,471530,13079,249,False,True,https://www.youtube.com/watch?v=-hIpdl-ZBZQ
71,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-12-30 00:00:00.000000,ASMR Relaxing Hair Play | With my Little Cousin!!,People & Blogs,20.333333333333332,425868,7979,169,False,True,https://www.youtube.com/watch?v=DcShC-Vyga8
72,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-12-24 00:00:00.000000,"ASMR Christmas With You! (Doing your makeup, Eating chocolates, Tapping, Crinkly sounds...)",People & Blogs,38.2,386086,8377,207,False,True,https://www.youtube.com/watch?v=2n2ZFC8IdOc
73,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-12-22 00:00:00.000000,ASMR French! Je vous apprends l'Anglais! PART 2,People & Blogs,29.683333333333334,1049419,18531,402,False,True,https://www.youtube.com/watch?v=ekbzoIG5PJ4
74,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-12-13 00:00:00.000000,ASMR Gaming: World of Warcraft | ASMR Glow,People & Blogs,34.36666666666667,291200,7231,283,False,True,https://www.youtube.com/watch?v=DErZkNDX1v4
75,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-12-09 00:00:00.000000,"ASMR Star Wars REY Roleplay (personal attention, layered sounds, Kylo voice, breathing sounds...)",People & Blogs,23.683333333333334,211093,5159,209,False,True,https://www.youtube.com/watch?v=np_7bcESgVg
76,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-12-04 00:00:00.000000,"ASMR 30 Triggers to Make You Sleep & Tingle! (mic brushing, tapping, inaudible, spray, french...)",People & Blogs,82.05,1689875,18496,866,False,True,https://www.youtube.com/watch?v=F7YnVXTM6eg
77,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-11-26 00:00:00.000000,"ASMR Get Ready With Me | Glitter Freckles Makeup (Cream, Lids, Tapping, Water sounds, Spray sounds)",People & Blogs,41.28333333333333,668393,11999,259,False,True,https://www.youtube.com/watch?v=1IDigmlKAps
78,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-11-18 00:00:00.000000,ASMR Big Sister Comforting Roleplay (Soft Speaking) | ASMR Glow,People & Blogs,21.233333333333334,394540,10667,182,False,True,https://www.youtube.com/watch?v=lCtN7kg9zF0
79,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-11-15 00:00:00.000000,"ASMR Personal Attention: Face Touching with Gloves + Tweezers (Gloves sounds, tweezers sounds...)",People & Blogs,20.083333333333332,492667,8765,189,False,True,https://www.youtube.com/watch?v=5TIEzpYTHbU
80,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-11-12 00:00:00.000000,ASMR Face Brushing (With Brushing Sounds!! + Breathing sounds),People & Blogs,23.383333333333333,478395,8945,180,False,True,https://www.youtube.com/watch?v=VUGl3uzD6ZE
81,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-11-04 00:00:00.000000,"ASMR Pennywise Kidnaps You! (Layered Sounds, Inaudible Whispering, Cotton sounds...)",People & Blogs,15.566666666666666,1136452,31093,1578,False,True,https://www.youtube.com/watch?v=PO_LL2YBh7U
82,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-10-28 00:00:00.000000,ASMR Talking With You ðŸ‘»,People & Blogs,25.516666666666666,331524,6103,174,False,True,https://www.youtube.com/watch?v=cDLI8V8JKQ8
83,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-10-24 00:00:00.000000,ASMR French! Je vous apprends l'Anglais!,People & Blogs,35.88333333333333,1212247,22848,654,False,True,https://www.youtube.com/watch?v=vmYrIoXv9-U
84,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-10-21 00:00:00.000000,ASMR Lid Sounds,People & Blogs,20.466666666666665,371994,7154,225,False,True,https://www.youtube.com/watch?v=TffaStvfcAw
85,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-10-14 00:00:00.000000,"ASMR Trigger Words (Sleepy, Relax, Tingles, Glow, Stippleâ€¦+)",People & Blogs,38.85,1050488,12967,539,False,True,https://www.youtube.com/watch?v=-HnS1y1oWME
86,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-10-07 00:00:00.000000,"ASMR Haircut Role Play (Scalp Massage, Shaving, Hair Brushing, Hair Inspection, Shampoo...)",People & Blogs,31.55,756773,9368,224,False,True,https://www.youtube.com/watch?v=05CX4gblHaE
87,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-10-04 00:00:00.000000,"ASMR Intense Layered Sounds + Closeup Hands movements (Face touching, Scalp massage, Mic Brushing",People & Blogs,30.733333333333334,496303,7809,203,False,True,https://www.youtube.com/watch?v=NggU4gXFGu4
88,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-09-27 00:00:00.000000,"ASMR Doing Gibi ASMR's Makeup (Face brushing, Tapping, Makeup Application...)",People & Blogs,32.1,919300,15511,363,False,True,https://www.youtube.com/watch?v=CT4pZwlSP8o
89,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-09-15 00:00:00.000000,"ASMR Game of Thrones RP - Treating your wounds! (Face massage, Face Touching, Scalp inspection..)",People & Blogs,31.566666666666666,430451,7280,177,False,True,https://www.youtube.com/watch?v=y-v4pWerH6c
90,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-08-20 00:00:00.000000,ASMR Letter to my 18yo self and to my SUBSCRIBERS!,People & Blogs,9.35,144742,4651,81,False,True,https://www.youtube.com/watch?v=OftlPQSEpUY
91,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-08-19 00:00:00.000000,"ASMR Whispered Nail Tapping with TASCAM (+ Mouth Sounds, Scratching, Plastic Cup, Crackling Sounds)",People & Blogs,21.2,449258,7606,184,False,True,https://www.youtube.com/watch?v=73mYuaqn2FI
92,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-08-14 00:00:00.000000,"ASMR Glowy Makeup Tutorial (Tapping, Face Brushing, Cream...)",People & Blogs,54.916666666666664,703306,10920,449,False,True,https://www.youtube.com/watch?v=4eu3mZeSAhU
93,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-07-14 00:00:00.000000,"ASMR 3DIO TEST (Ear brushing, Ear tapping, Finger Flutter, Ear cupping, Ear touching..)| ASMR Glow",People & Blogs,32.016666666666666,1111331,14916,412,False,True,https://www.youtube.com/watch?v=Z6R9gQogAJ4
94,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-06-22 00:00:00.000000,ASMR Glow 200K Livestream,People & Blogs,47.333333333333336,167600,3714,98,False,True,https://www.youtube.com/watch?v=jtMdwXTLmPk
95,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-06-08 00:00:00.000000,"ASMR Thursday Bedtime Fairytale: Peter Pan | Part 3 (Soft Spoken, Page Turning, Paper Sounds..)",People & Blogs,51.18333333333333,118045,2376,90,False,True,https://www.youtube.com/watch?v=WQzNCrIHygo
96,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-06-05 00:00:00.000000,"ASMR Intense Relaxation | Layered Sounds & Hands movements (Face touching, Scalp massage, Crinkling)",People & Blogs,32.13333333333333,1028246,11434,427,False,True,https://www.youtube.com/watch?v=xoZiZlEu0-A
97,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-05-30 00:00:00.000000,ASMR Teaching You French | Part 2 (+ some hand movements),People & Blogs,32.75,610586,8705,320,False,True,https://www.youtube.com/watch?v=rlaobxIugtM
98,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-05-25 00:00:00.000000,"ASMR Thursday Fairy Tale: Peter Pan (Soft Spoken, Page Turning, Paper Sounds..)",People & Blogs,37.083333333333336,98318,2356,76,False,True,https://www.youtube.com/watch?v=oXrQPW8tDNE
100,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-05-22 00:00:00.000000,"ASMR Mouth Sounds (+ Tk, Sk, Tongue clicking, Kissing sounds, Breathing, Face Touching..)",People & Blogs,29.366666666666667,988072,11302,559,False,True,https://www.youtube.com/watch?v=69MhOz6wnP4
99,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-05-22 00:00:00.000000,"ASMR Mouth Sounds (+ Tk, Sk, Tongue clicking, Kissing sounds, Breathing, Face Touching..)",People & Blogs,29.366666666666667,988072,11302,559,False,True,https://www.youtube.com/watch?v=69MhOz6wnP4
101,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-05-18 00:00:00.000000,"ASMR 2H Bedtime Fairy Tale: Peter Pan (Soft Spoken, Page Turning, Paper Sounds..)",People & Blogs,126.15,628256,9999,433,False,True,https://www.youtube.com/watch?v=IMwwBwi43qM
102,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-05-03 00:00:00.000000,"ASMR 10 Personal Attention Triggers (Scalp Massage, Face Massage, Stipple, Hair Brushing..)",People & Blogs,46.81666666666667,1200735,14782,488,False,True,https://www.youtube.com/watch?v=GRYHQHMFgp8
103,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-04-26 00:00:00.000000,ASMR 40min Talking With You!,People & Blogs,40.983333333333334,977560,11792,442,False,True,https://www.youtube.com/watch?v=LvtTMV-b4MY
104,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-04-19 00:00:00.000000,"ASMR Spa (Scalp Massage, Face Massage, Personal Attention, Lotion, Gloves, Cottons, Tapping..)",People & Blogs,41.9,2503015,27955,917,False,True,https://www.youtube.com/watch?v=OOkiD7noeV8
105,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-04-14 00:00:00.000000,Vlog: Spring Break | ASMR Glow,People & Blogs,11.783333333333333,225780,4663,358,False,True,https://www.youtube.com/watch?v=YEnioHPqQRE
106,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-04-10 00:00:00.000000,ASMR Mic Brushing + Giveaway (Closed),People & Blogs,23.8,267040,5314,105,False,True,https://www.youtube.com/watch?v=i4oXdljfhO0
107,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-03-30 00:00:00.000000,"ASMR Personal Attention Roleplay: Face Massage, Cream Sounds, Tweezing, Cottons",People & Blogs,27.533333333333335,590888,8283,180,False,True,https://www.youtube.com/watch?v=7xELudftMlw
108,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-03-23 00:00:00.000000,ASMR Teaching You French! (+ some hand movements + countdown),People & Blogs,32.583333333333336,1010858,14924,454,False,True,https://www.youtube.com/watch?v=8lN0DWVHbDA
109,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-03-20 00:00:00.000000,"ASMR Lily Whispers ASMRâ€™s Favorite Triggers (Mouth sounds, face brushing, hair brushing, lids...+)",People & Blogs,39.233333333333334,728455,11677,429,False,True,https://www.youtube.com/watch?v=rz9ZEZYphMI
110,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-03-15 00:00:00.000000,ASMR 1 Hour Tapping | No Talking,People & Blogs,57.75,1960793,23470,1123,False,True,https://www.youtube.com/watch?v=9h94cOlXFRc
111,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-03-05 00:00:00.000000,ASMR Whispered Ramble + Shoutouts,People & Blogs,29.3,202008,4179,107,False,True,https://www.youtube.com/watch?v=4vDwzCsqUXc
112,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-02-25 00:00:00.000000,"ASMR Cranial Nerve Exam (Glove sounds, Personal attention, Face Touching, Cottons...)",People & Blogs,22.116666666666667,1432946,17275,467,False,True,https://www.youtube.com/watch?v=9YfpnGFBA7M
113,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-02-18 00:00:00.000000,"ASMR Doing Your Makeup (Personal attention, Cottons, Cream sounds, Face Brushing, Face Touching...)",People & Blogs,47.333333333333336,1826856,20321,696,False,True,https://www.youtube.com/watch?v=hLCtfgjtIBQ
114,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-02-12 00:00:00.000000,"ASMR Fixing You Part 2 Whispered Roleplay (Gloves sounds, Face Brushing, Scratching sounds and +)",People & Blogs,46.7,1566214,16020,600,False,True,https://www.youtube.com/watch?v=wtSYFiAP3FE
115,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-02-04 00:00:00.000000,100K CELEBRATION!!!,People & Blogs,0.43333333333333335,45296,1240,28,False,True,https://www.youtube.com/watch?v=oxbAmoXlhYM
116,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-01-26 00:00:00.000000,ASMR Scalp Massage,People & Blogs,37.88333333333333,2559066,22361,982,False,True,https://www.youtube.com/watch?v=oUwP4Ft-EQk
117,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-01-22 00:00:00.000000,ASMR Whispered Positive Affirmations,People & Blogs,46.06666666666667,911078,13268,560,False,True,https://www.youtube.com/watch?v=RYTAfxpJTV0
118,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-01-16 00:00:00.000000,ASMR Face Touching + Hand movements,People & Blogs,22.15,454987,6112,148,False,True,https://www.youtube.com/watch?v=my-bk-AkOfc
119,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-01-11 00:00:00.000000,"ASMR Haircut Role Play (Scalp Massage, Shaving, Hair Brushing, Hair Inspection, Shampoo...)",People & Blogs,48.766666666666666,4849897,38540,1961,False,True,https://www.youtube.com/watch?v=nJcFALXvLf0
120,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2017-01-02 00:00:00.000000,"ASMR Trigger Words (Sleepy, Stipple, Relax, Tingles, +)",People & Blogs,40.516666666666666,1565030,14733,726,False,True,https://www.youtube.com/watch?v=0lqPXuZoF8M
121,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-29 00:00:00.000000,ASMR Tapping,People & Blogs,36.46666666666667,711395,8034,346,False,True,https://www.youtube.com/watch?v=-EZpHX1gQkU
122,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-25 00:00:00.000000,"ASMR Christmas With Me! (Whispers, Tapping, Plastic sounds, Eating sounds, Song Humming...)",People & Blogs,49.766666666666666,375134,6331,173,False,True,https://www.youtube.com/watch?v=2W0rr9YU6Hc
123,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-22 00:00:00.000000,ASMR Scratching (With Gloves),People & Blogs,46.583333333333336,425137,4861,134,False,True,https://www.youtube.com/watch?v=I8lySxRZZm4
124,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-20 00:00:00.000000,"ASMR Candy Shop | Wonka's Chocolate Factory Tasting (Crinkling, Scalp Massage, Scratching +)",People & Blogs,33.583333333333336,390299,7193,198,False,True,https://www.youtube.com/watch?v=uB9UCnigxhs
125,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-11 00:00:00.000000,ASMR Mic Brushing,People & Blogs,27.016666666666666,397021,4957,132,False,True,https://www.youtube.com/watch?v=NDyUyV9EPx4
126,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-08 00:00:00.000000,ASMR Glow Livestream 50K Celebration,People & Blogs,20.45,90645,1258,79,False,True,https://www.youtube.com/watch?v=QcbUyVjCRn8
127,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-06 00:00:00.000000,ASMR Kissing Sounds + Breathing sounds,People & Blogs,20.733333333333334,1335635,12189,678,False,True,https://www.youtube.com/watch?v=FSUkFwEK2Gk
128,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-05 00:00:00.000000,IMPORTANT: Quick Question + Update,People & Blogs,13.533333333333333,77494,2558,74,False,True,https://www.youtube.com/watch?v=X18R8BlyGrE
129,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-04 00:00:00.000000,ASMR Face Brushing + Face Touching,People & Blogs,34.71666666666667,807528,8518,361,False,True,https://www.youtube.com/watch?v=tbMgFb-MOqw
130,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-12-01 00:00:00.000000,"ASMR Star Wars Roleplay - Episode 1: The Lost Rebel (Tapping, Cottons, Plastic Sounds..)",People & Blogs,31.45,387671,7280,172,False,True,https://www.youtube.com/watch?v=tz74WBMxvgU
131,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-28 00:00:00.000000,ASMR Whispered Answering Your Questions!,People & Blogs,37.833333333333336,1262488,8680,737,False,True,https://www.youtube.com/watch?v=KZradx7UPPE
132,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-25 00:00:00.000000,ASMR Q&A: Ask Me Your Questions!,People & Blogs,0.9666666666666667,52374,745,25,False,True,https://www.youtube.com/watch?v=ksf_GTKVj-8
133,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-24 00:00:00.000000,ASMR Unboxing Blue Yeti/New Microphone,People & Blogs,24.5,117259,1796,88,False,True,https://www.youtube.com/watch?v=H6J2xE-DiLk
134,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-22 00:00:00.000000,ASMR Unintelligible/Inaudible Whispering + Hand movements,People & Blogs,26.916666666666668,1206750,10385,548,False,True,https://www.youtube.com/watch?v=tehZFLoVHYM
135,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-18 00:00:00.000000,"ASMR Fixing You Whispered Roleplay (Gloves sounds, Face Brushing, Scratching sounds and +)",People & Blogs,44.81666666666667,5468366,38686,2750,False,True,https://www.youtube.com/watch?v=mm6-oVEsvi4
136,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-14 00:00:00.000000,ASMR Whispered Hair Brushing + Countdown,People & Blogs,23.916666666666668,177405,2197,63,False,True,https://www.youtube.com/watch?v=1pnTn3ZB1PU
137,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-12 00:00:00.000000,"ASMR French + 5 Triggers (Latex gloves, Mic brushing, Plastic on mic, tweezers...) | ASMR FranÃ§ais",People & Blogs,29.05,396504,6564,113,False,True,https://www.youtube.com/watch?v=Drbynz8beSM
138,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-09 00:00:00.000000,"ASMR Mouth Sounds (+ Kisses, Sk, Tk, Mouth Clicking, Breathing)",People & Blogs,15.15,711702,6801,281,False,True,https://www.youtube.com/watch?v=BgRF1_Pb5os
139,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-07 00:00:00.000000,ASMR Whisper ramble,People & Blogs,18.766666666666666,207396,2418,69,False,True,https://www.youtube.com/watch?v=FkDGp6mq0QA
140,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-05 00:00:00.000000,ASMR Whispered Tapping,People & Blogs,20.4,237674,2937,90,False,True,https://www.youtube.com/watch?v=pwiAjiFu67I
141,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-11-03 00:00:00.000000,"ASMR Lotion sounds (Hands, Arms)",People & Blogs,19.733333333333334,527694,5182,228,False,True,https://www.youtube.com/watch?v=Vx76hlSmMO4
142,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-10-29 00:00:00.000000,ASMR Halloween: My Ghost Stories!!!!!,People & Blogs,32.53333333333333,88566,1649,46,False,True,https://www.youtube.com/watch?v=9Jk7EdbnnHg
143,ASMR Glow,2018-12-17,2016-10-24 00:00:00.000000,638447,103678517,2016-10-26 00:00:00.000000,"ASMR Getting Ready For Bed (Lotion Sounds, Hair Brushing, Cottons, Tapping...)",People & Blogs,25.55,430843,5225,131,False,True,https://www.youtube.com/watch?v=aS4pa9XV7yA
